"","X","age_carte_grise","age_vehicule","agepr","cataeu","cs42pr","dip14pr","etat_veh_achat","ident_men","km_autre_carbu","km_diesel","km_essence","mloy_d","nactifs","nbphab","nenfants","npers","ocde10","pondmen","poste_07_2_2_1_1","prix_achat","revtot","situapr","stalog","tau","tuu","typmen","veh_tot","vp_deplacements_pro","vp_domicile_travail","rural","petite_ville","moyenne_ville","grande_ville","paris","aides_logement","nb_essence","nb_diesel","niveau_vie","niveau_vie_decile","niveau_vie_quintile","donation_class_1","donation_class_3","distance","distance_autre_carbu","distance_diesel","distance_essence"
"1363",1362,6,6,84,120,71,71,0,11861,0,0,0,0,0,3,0,1,1,2913.7252815,0,0,9345,5,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,9345,1,1,"1_0","1_1",10000,0,10000,0
"1366",1365,0,0,19,111,84,41,0,11866,0,0,0,285,0,2,0,1,1,4307.42711327,0,0,3312,3,3,9,7,1,0,0,0,0,0,0,1,0,1,0,0,3312,1,1,"1_1","1_0",0,0,0,0
"1373",1372,5,13,62,111,86,70,0,11876,0,0,0,0,0,2,0,1,1,2188.22298481,0,0,5080,6,1,6,5,1,1,0,0,0,0,1,0,0,0,1,0,5080,1,1,"1_0","1_0",4000,0,0,4000
"1383",1382,0,0,22,111,84,41,0,11894,0,0,0,640,0,3,0,1,1,4565.22329127,0,0,8400,3,4,9,7,1,0,0,0,0,0,0,1,0,0,0,0,8400,1,1,"1_0","1_0",0,0,0,0
"1386",1385,0,0,34,111,55,41,0,11899,0,0,0,0,1,2,0,1,1,3744.15301486,0,0,1460,1,3,10,8,1,0,0,0,0,0,0,0,1,0,0,0,1460,1,1,"1_0","1_0",0,0,0,0
"1388",1387,0,0,55,111,75,31,0,1190,0,0,0,0,0,1,0,1,1,3461.15837021,0,0,8684,4,3,10,8,1,0,0,0,0,0,0,0,1,1,0,0,8684,1,1,"1_1","1_0",0,0,0,0
"1392",1391,21,21,62,300,77,50,0,11904,0,0,0,0,0,6,0,1,1,2395.98211831,3269,0,5723,5,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,5723,1,1,"1_0","1_1",9833,0,9833,0
"1428",1427,10,15,37,400,22,43,0,11956,0,0,0,0,1,4,1,2,1.3,2963.54146845,0,0,4010,1,1,0,0,2,1,0,0,1,0,0,0,0,0,1,0,3084.61538462,1,1,"1_0","1_1",2000,0,0,2000
"1431",1430,0,0,49,111,85,70,0,11961,0,0,0,0,0,2,0,1,1,6790.5184697,0,0,8656,7,3,10,8,1,0,0,0,0,0,0,0,1,1,0,0,8656,1,1,"1_1","1_0",0,0,0,0
"1433",1432,4,4,50,111,21,44,0,11963,0,255,0,100,1,4,0,1,1,3146.54581694,0,0,9340,1,3,10,8,1,1,1,1,0,0,0,0,1,1,0,1,9340,1,1,"1_1","1_0",20000,0,20000,0
"1444",1443,0,0,51,111,85,71,0,11982,0,0,0,0,0,3,3,5,2.4,1632.01866751,0,0,20476,7,3,7,6,4,0,0,0,0,0,1,0,0,1,0,0,8531.66666667,1,1,"1_1","1_0",0,0,0,0
"1467",1466,5,7,53,221,21,50,0,12014,0,0,0,0,1,4,3,5,2.4,2437.9919615,0,0,14042,1,2,1,2,4,2,0,0,0,1,0,0,0,1,2,0,5850.83333333,1,1,"1_1","1_0",12000,0,0,12000
"1469",1468,0,0,72,111,78,71,0,12016,0,0,0,0,0,5,0,1,1,4461.64495977,0,0,8982,5,1,8,7,1,0,0,0,0,0,0,1,0,0,0,0,8982,1,1,"1_0","1_0",0,0,0,0
"1476",1475,0,7,22,111,84,10,0,12028,0,35,0,245,0,2,0,1,1,3338.37302157,0,0,8464,3,3,9,7,1,1,1,1,0,0,0,1,0,1,0,1,8464,1,1,"1_1","1_0",12144,0,12144,0
"1490",1489,0,0,96,400,71,70,0,12044,0,0,0,0,0,3,0,1,1,2790.76847587,0,0,8988,5,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8988,1,1,"1_0","1_1",0,0,0,0
"1507",1506,15,29,64,400,64,50,0,12066,0,0,0,0,2,4,0,2,1.5,1552.45483273,1040,0,3820,5,3,0,0,3,1,0,0,1,0,0,0,0,0,1,0,2546.66666667,1,1,"1_0","1_1",9272,0,0,9272
"1520",1519,0,7,53,111,37,31,2,12087,0,0,0,0,1,3,0,1,1,3933.5096157,724,7500,3006,1,1,9,7,1,1,0,0,0,0,0,1,0,0,1,0,3006,1,1,"1_0","1_0",9416,0,0,9416
"1528",1527,2,2,56,111,22,60,0,12095,0,0,225,0,2,5,1,3,2,3143.33862828,0,0,15980,1,3,10,8,4,1,0,1,0,0,0,0,1,0,1,0,7990,1,1,"1_0","1_0",3000,0,0,3000
"1549",1548,2,2,63,112,35,20,0,12120,0,0,0,0,1,5,0,2,1.5,1843.25546335,0,0,12507,1,1,8,0,3,2,0,0,1,0,0,0,0,0,1,1,8338,1,1,"1_0","1_1",16352,0,10000,6352
"1557",1556,0,16,20,111,56,41,0,12129,0,0,0,178,1,3,0,1,1,5124.41807908,0,0,7169,3,4,8,7,1,1,1,1,0,0,0,1,0,0,1,0,7169,1,1,"1_0","1_0",15000,0,0,15000
"1573",1572,0,0,51,111,52,71,0,12158,0,0,0,40,1,2,0,1,1,2607.97656529,1144,0,6005,4,3,7,6,1,0,0,0,0,0,1,0,0,1,0,0,6005,1,1,"1_1","1_0",0,0,0,0
"1575",1574,0,0,18,111,84,41,0,12160,0,0,0,0,0,1,0,1,1,3029.26774413,0,0,1279,3,3,6,5,1,0,0,0,0,0,1,0,0,0,0,0,1279,1,1,"1_0","1_0",0,0,0,0
"1578",1577,3,11,49,300,64,50,0,12164,0,160,0,0,2,4,1,3,2,1053.40804118,2860,0,17805,1,1,0,0,4,3,0,0,1,0,0,0,0,0,0,3,8902.5,1,1,"1_0","1_1",27311,0,27311,0
"1580",1579,6,15,49,111,68,50,0,12167,0,100,0,400,1,4,3,5,2.6,2487.41514934,2349,0,22268,1,3,6,4,4,1,0,1,0,0,1,0,0,1,0,1,8564.61538462,1,1,"1_1","1_0",4736,0,4736,0
"1604",1603,2,16,71,112,11,70,0,12206,0,0,0,0,1,3,0,1,1,2169.10438197,0,0,-4582,1,3,6,0,1,2,0,0,1,0,0,0,0,1,0,2,-4582,1,1,"1_1","1_1",8000,0,8000,0
"1607",1606,7,12,49,400,11,50,0,1221,0,0,0,0,2,5,1,3,2,2062.42116473,1820,0,12617,1,2,0,0,4,1,1,0,1,0,0,0,0,1,0,1,6308.5,1,1,"1_1","1_1",14572,0,14572,0
"1617",1616,2,13,53,111,78,71,0,12226,0,0,0,0,0,4,3,5,3,3477.99242424,1560,0,28199,7,3,10,8,4,2,0,0,0,0,0,0,1,1,0,2,9399.66666667,1,1,"1_1","1_0",5000,0,5000,0
"1650",1649,6,6,76,400,77,71,0,1228,0,0,0,0,0,6,0,1,1,2731.24016817,0,0,7003,5,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,7003,1,1,"1_0","1_1",4000,0,0,4000
"1668",1667,1,3,26,111,84,10,2,12303,0,100,0,171,1,2,0,2,1.5,2733.67515528,1390,11000,9467,3,3,8,6,3,2,0,1,0,0,1,0,0,1,0,2,6311.33333333,1,1,"1_1","1_0",24000,0,24000,0
"1672",1671,0,0,48,111,55,50,0,12307,0,0,0,0,1,3,0,1,1,3480.02846327,0,0,8224,4,3,8,7,1,0,0,0,0,0,0,1,0,1,0,0,8224,1,1,"1_1","1_0",0,0,0,0
"1681",1680,16,16,85,112,72,70,0,12319,0,0,0,0,0,4,0,2,1.5,3338.98365371,0,0,11645,5,1,9,0,3,1,0,0,1,0,0,0,0,0,1,0,7763.33333333,1,1,"1_0","1_1",1000,0,0,1000
"1717",1716,0,0,55,111,85,71,0,12367,0,0,0,105,0,2,0,1,1,4752.75774088,0,0,6740,6,3,8,7,1,0,0,0,0,0,0,1,0,1,0,0,6740,1,1,"1_1","1_0",0,0,0,0
"1731",1730,9,9,49,400,85,41,0,12389,0,0,0,0,1,3,3,5,2.6,1687.18772145,0,0,20480,7,1,0,0,4,2,0,0,1,0,0,0,0,0,1,1,7876.92307692,1,1,"1_0","1_1",22650,0,17650,5000
"1735",1734,10,17,38,120,56,71,0,12392,0,0,50,0,1,3,1,2,1.5,5149.690644,0,0,13225,1,2,0,2,2,1,0,1,0,1,0,0,0,1,1,0,8816.66666667,1,1,"1_1","1_0",4543,0,0,4543
"1749",1748,5,22,61,112,78,70,0,12412,0,0,0,178,0,1,0,1,1,5619.33610485,2080,0,5716,5,3,9,3,1,1,0,0,0,1,0,0,0,1,1,0,5716,1,1,"1_1","1_0",7681,0,0,7681
"1756",1755,0,0,44,111,85,50,0,12419,0,0,0,0,0,2,0,1,1,2671.63778179,0,0,8455,4,3,6,4,1,0,0,0,0,0,1,0,0,1,0,0,8455,1,1,"1_1","1_0",0,0,0,0
"1758",1757,8,28,59,112,78,50,0,12421,0,0,0,0,0,3,0,2,1.5,3838.33622486,1560,0,11397,7,3,7,0,3,2,0,0,1,0,0,0,0,1,0,2,7598,1,1,"1_1","1_1",10000,0,10000,0
"1760",1759,3,4,66,111,77,71,0,12423,0,0,0,0,0,7,0,1,1,2626.99493021,0,0,8502,5,1,10,8,1,1,0,0,0,0,0,0,1,0,0,1,8502,1,1,"1_0","1_0",15164,0,15164,0
"1793",1792,0,0,21,111,84,41,0,12468,0,0,0,0,0,5,0,1,1,2990.60031574,0,0,2013,3,4,10,8,1,0,0,0,0,0,0,0,1,0,0,0,2013,1,1,"1_0","1_0",0,0,0,0
"1823",1822,0,0,56,111,68,41,0,12510,0,0,0,0,1,4,2,3,2,1532.02745147,0,0,13750,4,3,4,4,2,0,0,0,0,0,1,0,0,1,0,0,6875,1,1,"1_1","1_0",0,0,0,0
"1837",1836,0,15,58,400,21,50,0,12530,0,0,0,0,1,5,0,2,1.5,2061.07824814,1821,0,756,1,1,0,0,3,1,0,0,1,0,0,0,0,0,0,1,504,1,1,"1_0","1_1",40000,0,40000,0
"1847",1846,0,7,21,111,63,44,0,12540,0,0,450,0,1,2,0,2,1.5,3861.76073908,1553,0,6875,1,1,9,7,3,1,0,1,0,0,0,1,0,0,1,0,4583.33333333,1,1,"1_0","1_0",7784,0,0,7784
"1866",1865,0,0,57,111,63,50,0,12575,0,0,0,0,1,3,0,1,1,1365.15503372,0,0,5220,4,3,6,4,1,0,0,0,0,0,1,0,0,1,0,0,5220,1,1,"1_1","1_0",0,0,0,0
"1872",1871,0,0,60,111,77,60,0,12582,0,0,0,0,0,2,0,1,1,2948.09516675,0,0,7560,5,3,9,7,1,0,0,0,0,0,0,1,0,1,0,0,7560,1,1,"1_1","1_0",0,0,0,0
"1882",1881,0,0,47,221,85,50,0,12596,0,0,0,0,0,4,1,2,1.3,5439.64058345,0,0,11319,6,3,1,2,2,0,0,0,0,1,0,0,0,1,0,0,8706.92307692,1,1,"1_1","1_0",0,0,0,0
"1905",1904,0,8,25,111,84,20,0,12622,0,80,0,0,0,1,0,1,1,2832.00332782,0,0,4949,3,4,8,7,1,1,0,1,0,0,0,1,0,0,0,1,4949,1,1,"1_0","1_0",12500,0,12500,0
"1913",1912,0,0,27,111,63,71,0,12633,0,0,0,38,1,4,3,5,2.4,4141.38503194,260,0,16781,4,3,8,7,4,0,0,0,0,0,0,1,0,1,0,0,6992.08333333,1,1,"1_1","1_0",0,0,0,0
"1923",1922,2,12,57,400,56,70,0,12649,0,0,450,0,1,2,0,1,1,1749.26646728,2600,0,9550,1,4,0,0,1,1,0,1,1,0,0,0,0,0,1,0,9550,1,1,"1_0","1_1",10000,0,0,10000
"1927",1926,8,31,42,211,52,50,0,12654,0,0,0,0,1,5,2,3,1.8,1602.58448046,792,0,17285,4,3,2,3,2,1,0,0,0,1,0,0,0,1,1,0,9602.77777778,1,1,"1_1","1_0",15000,0,0,15000
"1936",1935,0,0,77,300,71,71,0,12662,0,0,0,0,0,5,0,1,1,2580.19541976,0,0,9480,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9480,1,1,"1_0","1_1",0,0,0,0
"1962",1961,3,16,51,111,85,50,0,12697,0,0,0,15,0,3,0,1,1,3739.03046411,520,0,8855,7,3,8,6,1,1,0,0,0,0,1,0,0,1,0,1,8855,1,1,"1_1","1_0",12000,0,12000,0
"1980",1979,0,0,22,111,34,41,0,12718,0,0,0,380,1,3,0,1,1,3942.61191571,0,0,3623,3,3,9,7,1,0,0,0,0,0,0,1,0,1,0,0,3623,1,1,"1_1","1_0",0,0,0,0
"1989",1988,0,0,54,111,56,41,0,12730,0,0,0,0,1,2,1,2,1.5,3930.6915144,0,0,10579,4,3,9,7,2,0,0,0,0,0,0,1,0,1,0,0,7052.66666667,1,1,"1_1","1_0",0,0,0,0
"1990",1989,2,8,22,112,55,50,0,12731,0,900,0,364,1,5,0,1,1,2737.53478585,5356,0,9172,1,3,7,1,1,1,0,1,0,1,0,0,0,1,0,1,9172,1,1,"1_1","1_0",30000,0,30000,0
"1993",1992,4,11,51,300,85,31,0,12734,0,200,0,0,0,4,1,2,1.3,2735.4888403,1564,0,11104,5,3,0,0,2,1,0,1,1,0,0,0,0,1,0,1,8541.53846154,1,1,"1_1","1_1",10000,0,10000,0
"2010",2009,2,11,66,221,77,50,0,12756,0,0,0,0,0,4,0,1,1,1619.20029884,0,0,8410,5,1,1,3,1,1,0,0,0,1,0,0,0,0,1,0,8410,1,1,"1_0","1_0",5000,0,0,5000
"2012",2011,6,6,62,400,77,60,0,12758,0,0,0,0,0,2,0,2,1.5,2381.11696543,0,0,5510,5,1,0,1,3,1,0,0,0,1,0,0,0,0,0,1,3673.33333333,1,1,"1_0","1_0",15000,0,15000,0
"2034",2033,0,0,43,111,81,60,0,12797,0,0,0,120,1,3,1,2,1.3,3617.29378518,0,0,9740,4,3,9,7,2,0,0,0,0,0,0,1,0,1,0,0,7492.30769231,1,1,"1_1","1_0",0,0,0,0
"2039",2038,7,7,79,400,78,71,0,12802,0,0,0,0,0,4,0,2,1.5,2393.75935325,1608,0,9532,5,1,0,0,3,1,0,0,1,0,0,0,0,0,0,1,6354.66666667,1,1,"1_0","1_1",10000,0,10000,0
"2060",2059,0,0,52,111,48,71,0,12827,0,0,0,126,1,4,2,3,2,2601.55180359,0,0,18596,1,3,7,5,2,0,0,0,0,0,1,0,0,1,0,0,9298,1,1,"1_1","1_0",0,0,0,0
"2079",2078,0,16,21,111,55,20,0,12852,0,0,0,107,2,2,0,2,1.5,2330.76923414,1040,0,3809,3,3,8,7,3,1,0,0,0,0,0,1,0,1,1,0,2539.33333333,1,1,"1_1","1_0",12067,0,0,12067
"2096",2095,0,10,25,300,12,43,0,12871,0,250,0,0,1,1,0,1,1,1169.26067805,0,0,271,1,4,0,0,1,1,0,1,1,0,0,0,0,0,0,1,271,1,1,"1_0","1_1",21500,0,21500,0
"2100",2099,1,13,51,111,68,71,0,12876,0,0,0,0,2,5,3,5,2.8,3420.5818869,1041,0,25100,4,3,6,5,4,1,0,0,0,0,1,0,0,1,0,1,8964.28571429,1,1,"1_1","1_0",12000,0,12000,0
"2114",2113,1,1,21,111,65,20,1,1290,0,0,20,306,1,2,0,2,1.5,3427.64388441,0,11000,5787,1,3,8,7,3,1,0,1,0,0,0,1,0,1,1,0,3858,1,1,"1_1","1_0",0,0,0,0
"2119",2118,0,0,50,112,68,71,0,12908,0,0,0,0,2,5,2,4,2.3,2127.44620395,12740,0,20435,4,3,8,0,4,0,0,0,1,0,0,0,0,1,0,0,8884.7826087,1,1,"1_1","1_1",0,0,0,0
"2122",2121,8,8,30,112,63,50,0,12910,0,0,0,0,1,4,2,4,2.1,1506.67056133,3957,0,20135,1,2,8,0,4,1,0,0,1,0,0,0,0,0,0,1,9588.0952381,1,1,"1_0","1_1",30000,0,30000,0
"2124",2123,2,15,46,111,47,20,0,12912,0,0,0,62,2,4,3,5,2.4,1875.45690491,520,0,21589,1,3,8,6,4,1,0,0,0,0,1,0,0,1,0,1,8995.41666667,1,1,"1_1","1_0",8333,0,8333,0
"2138",2137,0,0,72,111,78,71,0,12928,0,0,0,0,0,4,0,2,1.5,7224.36159657,0,0,11240,5,1,10,8,3,0,0,0,0,0,0,0,1,0,0,0,7493.33333333,1,1,"1_0","1_0",0,0,0,0
"2140",2139,3,26,85,111,77,30,0,1293,0,0,0,0,0,3,0,2,1.5,3481.83528081,0,0,13555,5,4,8,7,5,2,0,0,0,0,0,1,0,0,2,0,9036.66666667,1,1,"1_0","1_0",5482,0,0,5482
"2162",2161,0,0,43,111,55,71,0,12959,0,0,0,540,1,4,3,4,1.9,4430.40576042,2631,0,17573,1,3,6,5,2,0,0,0,0,0,1,0,0,1,0,0,9248.94736842,1,1,"1_1","1_0",0,0,0,0
"2165",2164,6,12,24,111,84,10,0,12961,0,300,0,187,0,1,0,1,1,3416.93499152,2340,0,2893,3,3,8,6,1,1,0,1,0,0,1,0,0,1,0,1,2893,1,1,"1_1","1_0",7000,0,7000,0
"2169",2168,11,11,75,120,86,71,0,1297,0,0,0,0,0,3,0,1,1,2313.07969904,0,0,9471,5,4,0,3,1,1,0,0,0,1,0,0,0,0,1,0,9471,1,1,"1_0","1_0",5000,0,0,5000
"2176",2175,3,3,64,300,71,71,0,12978,0,0,0,0,0,3,0,1,1,3267.79395753,0,0,4530,5,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,4530,1,1,"1_0","1_1",0,0,0,0
"2190",2189,4,4,87,300,71,70,0,130,0,0,0,0,1,5,1,2,1.5,1330.41246261,2808,0,-984,5,1,0,0,2,1,1,0,1,0,0,0,0,0,0,1,-656,1,1,"1_0","1_1",10000,0,10000,0
"2192",2191,0,0,61,300,86,71,0,13000,0,0,0,0,0,2,0,1,1,3104.37437359,0,0,8250,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8250,1,1,"1_0","1_1",0,0,0,0
"2197",2196,0,0,24,111,84,41,0,1301,0,0,0,230,0,3,0,1,1,4355.9099607,0,0,9245,3,4,10,8,1,0,0,0,0,0,0,0,1,1,0,0,9245,1,1,"1_1","1_0",0,0,0,0
"2201",2200,0,14,26,300,52,71,0,13018,0,0,300,0,1,2,0,2,1.5,2759.38961317,0,0,13934,1,3,0,0,3,1,0,1,1,0,0,0,0,1,1,0,9289.33333333,1,1,"1_1","1_1",2000,0,0,2000
"2220",2219,6,6,53,112,11,50,0,13040,0,0,0,0,2,7,0,2,1.5,2211.73307347,356,0,3867,1,1,8,0,3,1,0,0,1,0,0,0,0,0,0,1,2578,1,1,"1_0","1_1",35000,0,35000,0
"2247",2246,0,0,18,111,84,60,0,13077,0,0,0,347,0,1,0,1,1,3860.41768511,0,0,7476,3,3,9,7,1,0,0,0,0,0,0,1,0,1,0,0,7476,1,1,"1_1","1_0",0,0,0,0
"2264",2263,0,11,21,111,84,41,0,13099,0,0,0,215,0,1,0,1,1,3148.67168178,1040,0,5422,3,3,10,8,1,1,0,0,0,0,0,0,1,1,0,1,5422,1,1,"1_1","1_0",9000,0,9000,0
"2319",2318,16,26,45,400,11,50,0,13185,0,70,0,0,1,7,3,5,2.6,2171.91864022,0,0,22483,1,3,0,0,4,2,0,1,1,0,0,0,0,1,0,2,8647.30769231,1,1,"1_1","1_1",35781,0,35781,0
"2324",2323,0,0,24,111,84,41,0,13193,0,0,0,0,0,3,0,1,1,4528.80245323,0,0,8440,3,3,10,8,1,0,0,0,0,0,0,0,1,0,0,0,8440,1,1,"1_0","1_0",0,0,0,0
"2326",2325,10,11,33,111,22,50,0,132,0,0,0,460,1,2,0,1,1,2982.80003639,2215,0,6061,1,3,9,7,1,1,0,0,0,0,0,1,0,0,1,0,6061,1,1,"1_0","1_0",3643,0,0,3643
"2328",2327,0,11,45,300,62,50,0,13200,0,70,0,0,1,2,2,4,2.3,1837.39810131,2600,0,21600,1,1,0,0,4,2,0,1,1,0,0,0,0,0,0,2,9391.30434783,1,1,"1_0","1_1",18059,0,18059,0
"2367",2366,0,12,38,111,56,50,0,13252,0,0,0,0,2,5,7,10,4.9,1780.73270646,0,0,36730,4,3,9,7,5,1,0,0,0,0,0,1,0,1,0,1,7495.91836735,1,1,"1_1","1_0",15445,0,15445,0
"2368",2367,0,0,21,111,84,41,0,13253,0,0,0,126,0,1,0,1,1,3395.90094934,0,0,4654,3,3,8,7,1,0,0,0,0,0,0,1,0,1,0,0,4654,1,1,"1_1","1_0",0,0,0,0
"2413",2412,4,14,36,111,85,71,0,13317,0,0,0,0,3,4,2,4,2.5,2470.03653485,4516,0,20586,6,3,9,7,4,2,0,0,0,0,0,1,0,1,0,2,8234.4,1,1,"1_1","1_0",12000,0,12000,0
"2422",2421,10,14,44,112,12,71,0,1333,0,200,0,0,1,5,3,5,2.4,7890.9996162,3224,0,20970,1,1,9,1,4,2,0,1,0,1,0,0,0,0,0,2,8737.5,1,1,"1_0","1_0",3000,0,3000,0
"2423",2422,2,9,60,112,47,70,0,13330,0,0,110,0,2,3,0,2,1.5,3813.01398011,0,0,13810,1,1,9,1,3,1,0,1,0,1,0,0,0,0,1,0,9206.66666667,1,1,"1_0","1_0",10884,0,0,10884
"2425",2424,1,9,55,112,21,42,2,13332,0,0,10,0,3,4,1,3,2,1941.81964996,3608,3800,16639,1,3,8,0,4,3,0,0,1,0,0,0,0,0,1,2,8319.5,1,1,"1_0","1_1",25000,0,25000,0
"2433",2432,2,6,46,111,67,71,2,13342,0,100,0,0,2,4,4,7,3.8,2312.13549637,1560,7000,33676,1,3,10,8,5,1,0,1,0,0,0,0,1,1,0,1,8862.10526316,1,1,"1_1","1_0",4000,0,4000,0
"2454",2453,0,0,21,111,84,20,0,13371,0,0,0,474,0,1,0,1,1,3009.51796817,0,0,6100,3,3,9,7,1,0,0,0,0,0,0,1,0,0,0,0,6100,1,1,"1_0","1_0",0,0,0,0
"2456",2455,1,20,33,111,85,50,2,13374,0,0,0,0,0,3,3,4,1.9,1307.09265288,0,400,15850,6,3,8,7,2,1,0,0,0,0,0,1,0,1,1,0,8342.10526316,1,1,"1_1","1_0",3714,0,0,3714
"2477",2476,0,0,23,111,84,41,0,13402,0,0,0,214,0,1,0,1,1,3396.31670499,0,0,8552,3,3,9,7,1,0,0,0,0,0,0,1,0,1,0,0,8552,1,1,"1_1","1_0",0,0,0,0
"2484",2483,1,12,19,111,84,43,2,13414,0,0,0,0,0,1,0,1,1,3130.86790154,0,4500,4620,3,3,8,6,1,1,0,0,0,0,1,0,0,1,1,0,4620,1,1,"1_1","1_0",8892,0,0,8892
"2510",2509,0,0,36,111,81,71,0,13462,0,0,0,0,1,1,0,1,1,2554.99572846,0,0,7864,4,3,7,5,1,0,0,0,0,0,1,0,0,1,0,0,7864,1,1,"1_1","1_0",0,0,0,0
"2528",2527,11,25,55,111,72,71,0,13493,0,0,0,0,0,4,1,3,2,3563.5885353,520,0,17300,7,3,10,8,4,2,0,0,0,0,0,0,1,1,0,2,8650,1,1,"1_1","1_0",16859,0,16859,0
"2529",2528,0,0,54,111,52,71,0,13494,0,0,0,0,1,5,0,1,1,4188.09991272,0,0,8820,1,1,6,5,1,0,0,0,0,0,1,0,0,0,0,0,8820,1,1,"1_0","1_0",0,0,0,0
"2547",2546,3,8,75,120,72,70,0,13517,0,0,0,0,0,5,0,2,1.5,2262.05516162,3100,0,12814,5,3,0,0,3,2,0,0,1,0,0,0,0,1,1,1,8542.66666667,1,1,"1_1","1_1",10000,0,10000,0
"2554",2553,2,2,28,111,21,41,0,13527,0,500,0,0,2,6,1,3,2,1915.74351067,2392,0,18496,1,1,10,8,4,3,0,0,0,0,0,0,1,0,0,3,9248,1,1,"1_0","1_0",60400,0,60400,0
"2558",2557,0,0,73,212,72,70,0,13533,0,0,0,0,0,4,0,1,1,1982.22874588,0,0,8584,5,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,8584,1,1,"1_0","1_1",0,0,0,0
"2560",2559,1,11,37,112,48,50,0,13535,0,0,0,283,1,2,0,1,1,7957.79755908,0,0,6393,7,3,9,1,1,1,0,0,0,1,0,0,0,0,1,0,6393,1,1,"1_0","1_0",3643,0,0,3643
"2561",2560,3,6,40,111,21,71,0,13536,0,20,0,0,1,3,2,4,2.1,4326.47440375,0,0,-6057,1,3,9,7,4,1,1,1,0,0,0,1,0,0,0,1,-2884.28571429,1,1,"1_0","1_0",32500,0,32500,0
"2587",2586,0,0,61,120,78,70,0,13569,0,0,0,0,0,1,0,1,1,3051.32504233,0,0,9144,5,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,9144,1,1,"1_1","1_1",0,0,0,0
"2591",2590,0,0,49,111,85,71,0,13575,0,0,0,100,4,2,4,5,3,3249.36407424,0,0,23220,6,3,10,8,2,0,0,0,0,0,0,0,1,1,0,0,7740,1,1,"1_1","1_0",0,0,0,0
"2620",2619,1,10,41,112,67,50,2,13610,0,450,0,0,1,2,0,1,1,2076.02816649,1560,4000,1230,4,3,9,1,1,1,0,1,0,1,0,0,0,0,0,1,1230,1,1,"1_0","1_0",41226,0,41226,0
"2622",2621,0,13,18,111,84,41,0,13613,0,0,130,150,0,1,0,1,1,3627.50385765,0,0,2056,3,3,9,7,1,1,0,1,0,0,0,1,0,1,1,0,2056,1,1,"1_1","1_0",12568,0,0,12568
"2623",2622,3,15,46,111,55,71,0,13614,0,0,40,0,1,4,1,3,1.8,3325.96062513,0,0,14272,1,3,8,7,4,1,0,1,0,0,0,1,0,1,1,0,7928.88888889,1,1,"1_1","1_0",9862,0,0,9862
"2653",2652,3,22,40,111,62,50,0,13653,0,0,20,0,1,4,3,5,2.4,1507.77333072,3379,0,22910,1,2,6,5,4,2,1,1,0,0,1,0,0,1,1,1,9545.83333333,1,1,"1_1","1_0",18672,0,18672,0
"2661",2660,0,0,45,111,63,50,0,13662,0,0,0,400,1,1,0,1,1,3045.60274654,0,0,7017,4,3,9,7,1,0,0,0,0,0,0,1,0,0,0,0,7017,1,1,"1_0","1_0",0,0,0,0
"2671",2670,0,5,51,111,54,10,0,13676,0,0,0,0,1,7,2,3,2,1166.009473,0,0,8956,1,1,8,7,2,1,1,0,0,0,0,1,0,0,1,0,4478,1,1,"1_0","1_0",20000,0,0,20000
"2718",2717,5,6,24,111,47,20,0,1374,0,0,200,245,1,1,0,1,1,5829.32854745,2915,0,6757,1,3,6,5,1,1,0,1,0,0,1,0,0,1,1,0,6757,1,1,"1_1","1_0",0,0,0,0
"2719",2718,0,0,48,111,54,50,0,13740,0,0,0,24,2,3,1,2,1.5,1549.42445496,0,0,10842,4,3,5,4,2,0,0,0,0,0,1,0,0,1,0,0,7228,1,1,"1_1","1_0",0,0,0,0
"2727",2726,0,0,54,221,69,50,0,1375,0,0,0,0,1,3,0,1,1,2981.0984431,0,0,7936,4,3,1,1,1,0,0,0,0,1,0,0,0,1,0,0,7936,1,1,"1_1","1_0",0,0,0,0
"2730",2729,2,19,33,300,85,50,0,13753,0,0,0,0,1,3,2,4,2.1,1626.33290097,520,0,16756,6,3,0,0,4,1,0,0,1,0,0,0,0,1,1,0,7979.04761905,1,1,"1_1","1_1",20000,0,0,20000
"2734",2733,3,12,39,111,68,71,0,13757,0,0,0,140,1,3,2,4,2.1,3548.58038396,0,0,19100,1,3,9,7,4,1,0,0,0,0,0,1,0,1,0,1,9095.23809524,1,1,"1_1","1_0",27500,0,27500,0
"2736",2735,2,2,70,112,77,70,0,13760,0,0,0,0,0,6,0,1,1,1834.91227466,4212,0,7390,5,1,7,0,1,1,0,0,1,0,0,0,0,0,0,1,7390,1,1,"1_0","1_1",5000,0,5000,0
"2745",2744,0,0,21,111,56,30,0,13772,0,0,0,75,1,1,0,1,1,3236.22718677,780,0,4283,3,3,9,7,1,0,0,0,0,0,0,1,0,1,0,0,4283,1,1,"1_1","1_0",0,0,0,0
